URL,Date,Date-GMT,Likes,Comments,Caption,Hashtags,Location_ID,Location_Name,lat,lng,Original_Photo, Standard_Resolution_Photo_640, Low_Resolution_Photo_320, Thumbnail_Photo_150,username,Full_Name,User_ID,Profile_Picture 
https://www.instagram.com/p/BVhjOc_le4_/,1497881896,Jun 19 2017 09:18:16,11601,84,"Why you not sit with us?
Mugs: @shopfbl 
#1forfrenchies #shopfbl","shopfbl,1forfrenchies",,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/19367132_448452545519376_1253853768638791680_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/19367132_448452545519376_1253853768638791680_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/19367132_448452545519376_1253853768638791680_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/19367132_448452545519376_1253853768638791680_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BVcYpzZlpi2/,1497708581,Jun 17 2017 09:09:41,14299,175,"This is how we roll",,,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/19120747_1926249604320478_2766932921242615808_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/19120747_1926249604320478_2766932921242615808_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/19120747_1926249604320478_2766932921242615808_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/19120747_1926249604320478_2766932921242615808_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BVZ3f6Zl_vT/,1497624089,Jun 16 2017 09:41:29,11794,104,"Happy dance 
#aquamarine 
Leather harness: @beaubellespooches","aquamarine",,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/19367211_287891245006088_2899942693985583104_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/19367211_287891245006088_2899942693985583104_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/19367211_287891245006088_2899942693985583104_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/19367211_287891245006088_2899942693985583104_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BVXcUNVFzQb/,1497542729,Jun 15 2017 11:05:29,14413,100,"Thank you so much for all your kind comments about my Pet Therapy work. ALL dogs are therapy for their own humans. Let's hear it for dogs everywhere! 
If you are a certified therapy 
dog let me know! 
Harnesses: @beaubellespooches 
Water bottle: @mybenebone",,,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/19122160_125627941354916_1747864686595932160_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/19122160_125627941354916_1747864686595932160_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/19122160_125627941354916_1747864686595932160_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/19122160_125627941354916_1747864686595932160_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BVUnL6IllpL/,1497447765,Jun 14 2017 08:42:45,16061,359,"Certified Therapy Dog on duty. 
Doing what I do best!
Due to medical confidentiality most therapy dog visits are can't be shown on social media but today I get to show you some moments with sweet Miss Doris. You can catch more from from my therapy visits on Insta stories, Tuesdays & Wednesdays.",,23643384,"HarborChase of North Collier Memory Care",26.27427,-81.77224,https://scontent.cdninstagram.com/t51.2885-15/e15/19121061_1853904531526853_6081258887489519616_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/19121061_1853904531526853_6081258887489519616_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e15/19121061_1853904531526853_6081258887489519616_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e15/19121061_1853904531526853_6081258887489519616_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BVNZzmkFB8g/,1497205869,Jun 11 2017 13:31:09,12465,146,"Aqua needs a power nap",,,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/19050118_433748576981441_4608143301768380416_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/19050118_433748576981441_4608143301768380416_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/19050118_433748576981441_4608143301768380416_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/19050118_433748576981441_4608143301768380416_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BVFRlVBlz1k/,1496933122,Jun 08 2017 09:45:22,10948,111,"I'm wearing the smile you guys gave me. Huge thank you to all you amazing humans who honor me with a follow, like or comment on here or Facebook or a re-tweet on Twitter. I have paws down the best social media Fam ever!",,,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/18888409_1713005605667090_6644273682032099328_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18888409_1713005605667090_6644273682032099328_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/18888409_1713005605667090_6644273682032099328_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/18888409_1713005605667090_6644273682032099328_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BVAS07vlmr8/,1496766002,Jun 06 2017 11:20:02,21185,955,"Flooded in Florida 
#aquablue #nowedontdrivelikethis","aquablue,nowedontdrivelikethis",,,,,https://scontent.cdninstagram.com/t51.2885-15/e15/19050679_539403759782517_2071783633932255232_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/19050679_539403759782517_2071783633932255232_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e15/19050679_539403759782517_2071783633932255232_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e15/19050679_539403759782517_2071783633932255232_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BU9dh8QFWIj/,1496670950,Jun 05 2017 08:55:50,13653,113,"She inherited my smile... hoping she didn't inherit my gas 
#aquablue #smilesfordays","aquablue,smilesfordays",,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/18878971_2037440223149970_7116128126429560832_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18878971_2037440223149970_7116128126429560832_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/18878971_2037440223149970_7116128126429560832_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/18878971_2037440223149970_7116128126429560832_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BU2F7vxlVOc/,1496423698,Jun 02 2017 12:14:58,12904,150,"ROFL
#literally #fatherdaughter #friyay 
Harnesses: @beaubellespooches","fatherdaughter,literally,friyay",,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/18879299_178379139360071_2898276487192903680_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18879299_178379139360071_2898276487192903680_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/18879299_178379139360071_2898276487192903680_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/18879299_178379139360071_2898276487192903680_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
https://www.instagram.com/p/BU1o-aMlCYY/,1496408515,Jun 02 2017 08:01:55,13542,131,"#flashbackfriday to one of my most re-posted pics to wish you a happy National Donut Day!","flashbackfriday",,,,,https://scontent.cdninstagram.com/t51.2885-15/e35/18809072_282007408926985_4016628680502542336_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/18809072_282007408926985_4016628680502542336_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/18809072_282007408926985_4016628680502542336_n.jpg,https://scontent.cdninstagram.com/t51.2885-15/s150x150/e35/18809072_282007408926985_4016628680502542336_n.jpg,baloublue,"The Balou Blue, Therapy Dog",2041490749,https://scontent.cdninstagram.com/t51.2885-19/s150x150/17076293_290255254724298_2283015060466958336_a.jpg
